SONG_TITLE,ARTIST_NAME,SONG_ID,Concept_Love,Concept_Heartbreak,Concept_Partying,Concept_Drugs,Concept_Sex,Concept_Violence,Concept_Self-Empowerment,Concept_Success,Concept_Hope,Concept_Celebration,Concept_Coming_Of_Age,Concept_Loneliness,Concept_Struggle,Concept_Friendship,Concept_Traveling,ConceptUncertainty_Love,ConceptUncertainty_Heartbreak,ConceptUncertainty_Partying,ConceptUncertainty_Drugs,ConceptUncertainty_Sex,ConceptUncertainty_Violence,ConceptUncertainty_Self-Empowerment,ConceptUncertainty_Success,ConceptUncertainty_Hope,ConceptUncertainty_Celebration,ConceptUncertainty_Coming_Of_Age,ConceptUncertainty_Loneliness,ConceptUncertainty_Struggle,ConceptUncertainty_Friendship,ConceptUncertainty_Traveling
Price of Love,Bad English,lyrics_full_00067,6.0458927,7.6256857,0.04990272,0.016811961,0.2293974,1.163549,0.074128434,0.041870713,1.8482623,0.041832574,0.4964801,3.564475,0.5641259,0.2073667,0.13681118,1.9436452,0.6342741,0.025695099,0.009813999,0.20302492,1.8861194,0.046531785,0.029636811,1.0149516,0.0285596,0.30592096,1.7572901,0.6105993,0.14403504,0.09382597
Girls Nite Out,Tyler Collins,lyrics_full_00068,9.572767,9.051804,2.9924564,0.15232529,6.3571334,0.100311026,0.069567,0.2644776,0.6494652,0.09066115,0.24531853,5.3927016,1.9740186,0.43959033,0.49278975,0.09846579,0.50770384,1.8160746,0.13212508,1.7269368,0.13367769,0.03622606,0.12619284,0.34194157,0.042276535,0.18557239,2.4512362,1.0353298,0.21854551,0.8265593
King of Wishful Thinking,Go West,lyrics_full_00069,6.966386,4.2984014,7.3783007,0.27755344,1.0633779,0.026681505,7.2488546,5.3181124,1.9133924,5.9808464,6.3099995,5.115241,5.588397,4.291952,2.4505622,1.7370046,1.6926724,1.7599063,0.16387539,0.7604694,0.009728795,1.9882367,2.8293178,1.1044725,2.5319076,2.2504451,2.001879,1.097193,2.4876258,1.648023
What Kind of Man Would I Be?,Chicago,lyrics_full_00070,4.0248046,7.424924,7.634657,8.694864,6.23076,9.037567,8.8580265,8.730338,7.1973553,7.402272,6.9203477,4.7788086,9.894076,8.695048,8.986061,2.3529353,1.8946316,2.0809033,0.91307056,2.029536,0.36952764,0.9943647,1.2865931,1.7073267,1.8712308,2.0949562,1.1429813,0.07362727,0.9085778,1.1068006
I Remember You,Skid Row,lyrics_full_00071,9.792414,9.785889,0.062285993,0.08879479,0.46006504,0.24639764,0.04583659,0.031490948,2.501647,0.0820055,0.8724647,8.138795,1.2825775,0.23606665,0.66517794,0.16812429,0.17552981,0.031381022,0.05023382,0.18137248,0.24442793,0.026775558,0.021368936,1.6549494,0.082987815,0.7011174,1.0337437,1.3311687,0.1737361,0.6478694
Get Up!,Technotronic,lyrics_full_00072,8.65664,3.3882382,3.1723404,2.0178037,8.219951,0.30614987,0.04721161,0.45879498,0.70073855,0.07722156,0.21873724,0.83869404,0.25454602,0.04857529,0.1763077,0.48285094,2.0258837,1.4449476,2.1349964,1.3038241,0.23991643,0.0049494375,0.40146834,0.65292597,0.053263597,0.2635013,0.7960629,0.15073997,0.030832063,0.15544626
Here We Are,Gloria Estefan,lyrics_full_00073,9.434327,7.2807426,0.31716204,0.9643691,6.2728987,0.2612459,0.16486433,0.1747114,0.5415767,0.06200339,0.14984763,5.7502556,0.71868575,1.056295,0.1300588,0.36968765,1.4262182,0.20874408,0.924284,3.0489066,0.42542028,0.11712617,0.25163123,0.4434305,0.043348305,0.15510686,1.9496573,0.44448256,0.79440117,0.13474855
Epic,Faith No More,lyrics_full_00074,9.1231985,1.4211097,1.3069205,0.04176064,6.5968924,0.08767523,0.9436393,0.21874812,3.1309545,0.5610182,3.022285,1.8339472,0.1224634,2.4054794,4.4235673,0.43956068,0.67215794,0.9821233,0.03213327,0.99067307,0.07254925,1.5634379,0.1735869,2.9935498,0.43042147,2.0819826,1.6240357,0.04963391,1.8597159,2.9132743
Love Takes Time,Mariah Carey,lyrics_full_00075,5.0070934,8.233559,0.3938055,0.44900888,0.36116305,0.09101203,2.3390508,0.15948164,1.393153,0.19474432,2.5832863,6.797438,6.7922297,6.974246,0.081762105,1.9825358,1.515029,0.15450765,0.21515533,0.30155995,0.08423616,1.6345115,0.15804647,0.891391,0.13570355,1.1798382,2.6563883,1.9297078,2.307312,0.07319269
Just Like Jesse James,Cher,lyrics_full_00076,8.8894415,9.624819,0.08505922,0.63523495,0.2165989,2.1053376,1.6823672,0.05828986,3.7636938,0.112128735,6.328682,9.515948,8.181004,2.5845547,2.9329438,0.64461493,0.49846882,0.06238036,0.9753705,0.28051394,2.7567406,1.7440941,0.07644077,2.1488495,0.15184167,3.0288076,0.4387042,1.2374748,1.1323733,3.288465
Love Shack,The B-52's,lyrics_full_00077,4.030175,0.46211573,0.10246326,0.86642444,1.1898727,1.9742534,3.7483864,0.7781586,4.455449,0.18379627,5.5450735,0.47306782,0.30577087,0.09760469,0.7860546,0.6841943,0.5239338,0.064698495,0.7685599,0.8899342,2.2383437,2.7745905,0.57727027,2.681936,0.13540368,2.0074668,0.3105719,0.17176725,0.06970257,0.46755606
All or Nothing,Milli Vanilli,lyrics_full_00078,9.347052,8.22671,1.6692121,0.14296882,0.68770325,0.1939638,0.91413015,0.3676663,8.678952,0.30152565,0.9333026,8.575953,3.4960952,0.8377496,0.18698362,0.41871235,2.5315943,2.4819233,0.1329043,1.0984316,0.10548137,0.4942726,0.29467836,0.59852654,0.35446745,0.56258035,0.5639993,2.036767,0.31941283,0.17216074
Romeo,Dino,lyrics_full_00079,3.5281196,4.698359,3.1179748,0.15717255,2.9209538,1.2487512,4.6259127,2.9681888,2.4260855,7.1809464,8.927277,4.5568833,2.3106916,6.9255667,9.524999,2.7489066,3.3371842,3.3162637,0.22455306,1.9888678,1.6587107,1.3751905,2.9007099,0.9259554,1.8214903,0.19793704,2.7244859,1.184274,1.7162741,0.4574206
Everybody Everybody,Black Box,lyrics_full_00080,9.599561,9.664731,0.10509118,0.14577208,2.1019013,0.06614693,0.032979965,0.015196692,2.304921,0.028620085,0.3915552,4.7429004,1.6037729,0.36487794,0.21005748,0.52236426,0.2293119,0.0335345,0.093826436,2.150738,0.09062781,0.014274981,0.012909224,2.1014743,0.019595975,0.30892777,2.5236452,1.9029409,0.3196256,0.17895468
I Go to Extremes,Billy Joel,lyrics_full_00081,1.5455441,4.939808,4.810375,1.0373024,0.05664918,0.6463871,4.864287,5.254417,3.7870293,1.1859578,3.697109,4.5806546,8.733351,1.4773865,6.0434904,1.2059416,2.1667233,2.997558,1.4851321,0.049266703,0.66091865,2.208779,2.6151605,2.2972448,0.74462056,1.059675,1.7888162,1.1599407,1.1121918,1.4392459
Whip Appeal,Babyface,lyrics_full_00082,0.5030282,0.12459171,5.9096107,0.21360275,6.9718785,4.860455,4.939402,5.940423,6.390909,6.8495293,8.340443,0.6652239,1.4681553,4.9604096,2.453965,0.43272442,0.09641011,1.0322651,0.14966999,2.2373836,2.773377,2.1638033,1.3632756,2.1748633,0.39456373,0.9756794,0.3512129,1.3190424,2.1644762,1.0544631
Oh Girl,Paul Young,lyrics_full_00083,8.991318,7.3458076,0.05487152,0.4018662,0.81198186,0.036510486,2.593777,0.025930341,2.4089208,0.039347336,1.0025004,2.693381,2.3500972,0.48210368,0.018600205,0.40306166,1.3927954,0.031010162,0.47456944,1.2110507,0.02314103,2.207022,0.016951479,1.6568052,0.042133424,1.2004675,0.58411574,0.9982946,0.53706914,0.00987361
C'mon and Get My Love,D Mob with Cathy Dennis,lyrics_full_00084,8.688449,8.424518,0.036893986,0.02267605,0.08061962,0.2467646,0.4511974,0.014022786,6.198742,0.08213556,5.8673887,6.876301,4.184058,0.110727094,1.3497148,1.954059,1.5798242,0.018632676,0.016000155,0.10074647,0.31322694,0.32338205,0.008043488,1.2510357,0.06274787,2.068483,1.8358599,2.7693172,0.085450694,0.42899963
The Way That You Love Me,Paula Abdul,lyrics_full_00085,0.75226974,0.89336336,2.2189622,0.17045067,0.8714392,2.9712968,1.221942,6.051555,2.1974285,0.9225056,2.4773626,1.6554273,0.8874061,2.1310565,2.7009826,1.0146722,0.69673723,1.9269674,0.12017129,0.9285774,3.1639185,0.73290956,3.0055199,0.968475,0.86728704,1.6870104,1.6529359,0.4465205,0.776755,0.80066013
We Can't Go Wrong,The Cover Girls,lyrics_full_00086,0.4755209,0.03550678,5.02833,0.9858756,3.4497252,2.784394,4.457552,9.429418,5.3438163,2.2419353,1.9353431,0.10989595,0.85693127,1.5807313,6.3224864,0.4080422,0.020836173,2.3714416,0.64231336,2.5834095,2.2119117,2.61122,0.30548188,2.1209173,1.2591484,0.32831728,0.10196991,0.6103177,1.2109727,2.5089178
When I'm Back on My Feet Again,Michael Bolton,lyrics_full_00087,9.94151,9.634266,0.3427657,0.34797984,0.43011576,0.5260659,2.5664327,0.09282436,2.1472747,0.27391428,2.8151112,6.303071,5.962169,0.77481174,1.5314338,0.025565362,0.26388747,0.2697825,0.20620388,0.48429683,0.18662325,2.8345206,0.071014956,0.6764472,0.20250773,1.3073692,2.3577015,1.7038096,0.32940373,0.9734886
Make You Sweat,Keith Sweat,lyrics_full_00088,9.2764435,9.161173,1.4370909,3.534336,3.372641,2.025268,0.77428067,2.639041,4.5296855,0.8196188,2.9889064,9.789057,7.7440968,6.936528,7.2204933,0.52161115,1.4607143,1.3554658,1.3767636,2.7978983,2.1345994,0.41218966,1.1028972,2.4648705,1.0167247,0.7934021,0.25063026,1.2490096,1.983198,2.3561387
This One's for the Children,New Kids on the Block,lyrics_full_00089,9.802995,8.213286,0.08341712,0.017666198,0.10482623,0.03740129,5.0490828,0.051415935,8.749788,0.5296737,0.32161987,1.2133092,1.6551532,2.4849567,0.20907086,0.07565218,0.95708793,0.08182125,0.007834461,0.042939737,0.016698131,1.3803761,0.027210413,0.4144868,0.36504734,0.11568847,1.2182215,1.3423612,1.0087417,0.113559395
What It Takes,Aerosmith,lyrics_full_00090,3.358714,2.270657,3.7346492,0.14167602,1.8977796,5.5981674,3.451916,1.5326716,4.0681047,1.8264602,9.770736,5.2826986,5.3845377,5.2797055,6.4685373,0.33829632,2.539825,2.780713,0.114461005,1.7977552,2.7255366,1.2025132,1.6253263,1.5451243,1.4696957,0.15506467,3.101385,2.8773575,2.0160723,2.2910604
Forever,Kiss,lyrics_full_00091,9.152727,9.691692,1.0000392,1.5661337,1.9070926,2.0621305,0.06341069,0.22715253,0.09555191,0.068598926,0.46925277,7.5440235,5.437011,0.5174165,3.946598,0.56462026,0.22370276,0.44167268,0.90382606,1.2133813,0.85837126,0.03978727,0.0618001,0.047947526,0.04867714,0.33319798,1.7731284,1.9663749,0.18294634,2.393331
Jerk Out,The Time,lyrics_full_00092,9.70538,6.3066263,0.027553728,0.22272524,0.32791173,0.065050706,0.076951995,0.0052413866,5.245743,0.03658547,2.5926723,3.2029881,0.20067552,0.29346442,0.0466563,0.15556364,1.0915287,0.022423396,0.13307916,0.16345814,0.01389173,0.023305995,0.003078412,1.4976642,0.014848402,0.90820485,2.3886964,0.10538895,0.15168682,0.019779332
Just a Friend,Biz Markie,lyrics_full_00093,9.40349,9.827993,0.15781298,0.12862371,0.5473552,0.1419678,0.31108236,0.10003863,3.678231,0.43928826,3.7875347,8.483105,4.8530397,4.7624817,0.32269782,0.3950346,0.090666,0.13493124,0.07752426,0.59134316,0.11072595,0.31005847,0.08872263,2.0872965,0.32451257,1.2522162,0.6795114,1.7008688,1.0699291,0.2720122
Whole Wide World,A'me Lorain,lyrics_full_00094,6.7953534,8.828653,0.14993344,0.23405738,0.36314207,0.7859973,0.73648155,0.06797702,1.6484251,0.057824384,3.2156382,5.0280037,2.3871317,0.04215415,3.1997066,2.0370538,0.5195098,0.08855031,0.27651432,0.109936036,0.5901664,0.35558012,0.068009056,0.823254,0.045526993,1.9622033,1.7170693,1.2242193,0.02747154,2.598355
Without You,Mötley Crüe,lyrics_full_00095,8.486453,9.652248,1.0258607,0.9862746,0.21969903,0.0927727,1.7715924,0.85801387,5.633259,1.4788148,3.7829266,5.395006,8.918663,4.536256,1.0895427,1.2414573,0.22078156,1.6039132,1.2263335,0.17118084,0.106850035,0.6517457,0.7265088,2.16444,1.4274145,2.6322887,3.1107438,1.011578,2.1729126,0.29665565
Swing the Mood,Jive Bunny and the Mastermixers,lyrics_full_00096,6.1557055,5.3923454,0.9186728,4.2119756,8.219076,1.5821483,0.04174819,0.7327181,0.22945495,0.035937473,0.11665783,4.8607807,0.31372035,0.56487584,0.2901905,1.8670427,1.8633618,0.62565976,2.6787505,1.4500151,1.4394698,0.024966542,0.62475336,0.24338242,0.023573898,0.04894698,0.7144704,0.08402902,0.4438886,0.22358021
Thieves in the Temple,Prince,lyrics_full_00097,6.0527506,8.941826,0.5017336,0.39015743,0.06346397,0.33639294,5.299512,0.1434523,5.856988,2.2574906,4.925994,8.133118,7.6695194,9.218426,1.1873469,1.4718523,0.9474592,0.55399734,0.486352,0.023076061,0.2631055,1.4140723,0.12402774,1.5215516,1.6253436,2.2570088,1.5752842,0.988425,0.5620876,0.9742869
Mentirosa,Mellow Man Ace,lyrics_full_00098,9.690723,5.281295,7.116182,5.1848364,6.5657606,1.9657362,6.8064337,2.40928,4.9894667,6.764063,6.45724,4.1251497,4.117759,6.07043,9.60308,0.05103205,2.8262827,1.9612658,2.593751,2.302955,1.909555,1.2545276,1.4871671,1.3072605,1.3825746,2.1531708,3.2241607,2.2638252,2.140159,0.5199348
Tic-Tac-Toe,Kyper,lyrics_full_00099,5.7960434,3.2835655,0.12656944,1.1294577,3.8637824,2.663982,0.28124776,1.4171801,1.8374541,0.10767801,0.8052219,0.45758218,1.4474587,0.022562426,0.2216382,2.6325011,1.2918999,0.08525323,1.4484395,2.5996132,3.061439,0.22460505,1.3728307,1.264493,0.096711285,0.77572703,0.32479408,1.2138208,0.012235006,0.15340748
I Do It for You,Bryan Adams,lyrics_full_00100,5.1668696,7.264264,0.059085228,0.31543958,0.550473,1.9853415,0.5777525,0.0381161,1.4815152,0.017565794,0.25245622,5.90836,4.2070637,0.22647914,0.17930219,2.281221,2.6281772,0.05023748,0.24994211,0.62532306,0.96504277,0.6133408,0.029997025,1.3904899,0.019308975,0.3601173,2.1537235,2.683611,0.13644134,0.12684987
I Wanna Sex You Up,Color Me Badd,lyrics_full_00101,5.7369547,4.9776626,3.7916753,0.019339353,2.7131634,0.16067076,0.3548579,2.253965,2.167084,0.35504457,2.5680246,7.2363634,1.0954536,1.3690765,2.2930355,1.7676523,1.5676695,3.3107104,0.013083613,2.3910887,0.1605944,0.41157287,1.8115546,2.085225,0.40131238,1.6637647,1.216052,0.96031594,0.66647553,1.665404
Gonna Make You Sweat,C+C Music Factory,lyrics_full_00102,3.10146,1.711409,4.2523003,4.706633,5.5098295,2.3202026,3.8818746,5.880171,2.9365494,4.2497993,0.50357115,1.0181302,2.734322,2.5015755,0.06352527,0.8703877,1.9503775,0.76293683,3.11882,2.966927,1.9326265,2.151545,2.27913,2.1605303,1.9002004,0.34847754,0.53948236,1.1582166,2.8093724,0.039773963
Rush Rush,Paula Abdul,lyrics_full_00103,7.584449,9.356852,0.33829486,0.74973947,0.044620782,0.7972088,4.3014154,0.96788096,7.788539,0.4728896,4.353837,8.800278,8.603364,3.2265072,0.81519896,2.3000705,0.72663045,0.23187414,1.1008633,0.04186287,1.0909427,2.7568517,0.77695733,1.4995815,0.46209657,2.48354,1.1602628,0.4775079,1.81478,0.8802325
One More Try,Timmy T,lyrics_full_00104,3.2763577,1.363404,1.5478921,0.2950737,4.91045,2.3506649,2.9595218,1.5152159,5.3302526,3.6013365,5.35577,1.6552393,0.5923779,2.447189,4.238962,2.573775,2.1886542,2.4635158,0.2658421,2.056767,2.1567507,2.4656117,0.33989638,2.2155855,3.4017577,1.856683,1.9109666,0.592488,2.486379,3.3592746
Unbelievable,EMF,lyrics_full_00105,4.9509645,0.031314835,7.77734,1.0425191,8.812412,0.9027969,6.5524282,9.19973,1.4027576,7.344142,1.4091587,0.023407348,0.2429053,1.2636973,0.57178634,2.2233372,0.03010947,2.357647,0.79742193,0.4737864,0.8785814,2.3152554,0.6627451,0.65656745,2.008165,0.92803955,0.008110033,0.18128738,0.36183172,0.2767818
More Than Words,Extreme,lyrics_full_00106,0.8257412,0.21722531,4.6335926,0.20064123,1.4507781,5.4431047,6.597007,4.538296,4.8824773,4.8861136,2.0506773,0.63125026,0.62681425,1.0392761,3.4142847,0.7529723,0.22000518,2.2531977,0.11061997,1.3088583,2.6433992,0.81325495,2.0933154,1.7248517,2.1849408,1.0278,0.62122935,0.32162523,1.2298537,2.710712
I Like the Way,Hi-Five,lyrics_full_00107,8.590272,6.8683424,0.4345946,0.1456963,0.4683892,4.4514456,2.0045705,0.37497967,8.345876,1.6870024,8.279291,5.364394,0.9843149,1.1021042,6.7464046,0.9167671,2.3858922,0.4539553,0.07513351,0.30045128,1.033176,1.6061509,0.59360844,1.3019174,2.140693,1.143576,3.1418777,1.1290839,1.0519397,2.6217625
The First Time,Surface,lyrics_full_00108,8.932486,5.0488334,0.036192868,0.62887657,0.33172125,4.2523074,0.80682933,0.09449795,1.8965821,0.05511943,0.90732086,1.3156979,0.7708397,0.0983102,1.1602889,0.64215183,1.6287649,0.014999467,0.44538233,0.2135056,3.6689982,0.593525,0.10046522,1.5180278,0.030990606,0.6596993,0.44618547,0.14241433,0.08046936,0.9137628
Baby Baby,Amy Grant,lyrics_full_00109,9.646976,9.665032,0.36711776,0.056798972,0.029133875,1.0981376,7.8849516,0.42272902,8.910428,2.4922569,5.2625313,6.309564,6.9311676,8.457927,1.0136495,0.30219895,0.14683862,0.09827346,0.032561053,0.019737974,0.6110804,1.6257806,0.25130624,0.67158294,1.9939656,1.5987235,1.3518953,0.9588337,1.0188737,0.3209114
Motownphilly,Boyz II Men,lyrics_full_00110,3.5914583,3.7725716,1.1471446,5.471777,7.359535,3.9515252,0.97697467,6.3381186,1.6303629,2.4141986,0.4040588,0.88744986,3.0390668,2.7289762,2.7992857,2.6765597,2.5595713,0.6564582,2.8849611,1.0661668,1.7802953,0.39812252,2.1466706,1.2375584,2.6395442,0.19578639,0.38683608,1.8435493,1.9002177,2.368986
Because I Love You,Stevie B,lyrics_full_00111,8.311191,6.9315476,1.7308388,0.03456261,6.2309713,0.055765215,0.072511464,0.35169813,0.35124183,0.28211868,0.20703194,2.4776065,0.33884484,0.71834505,0.5906246,1.2541999,2.2527773,1.618105,0.034700837,1.8061175,0.06747395,0.06858862,0.22999741,0.36024964,0.18114236,0.059224922,2.3211188,0.13615969,0.24949604,0.5603299
Someday,Mariah Carey,lyrics_full_00112,9.188188,9.691183,1.50728,7.180125,3.1509135,8.974424,5.818227,0.81707335,5.11656,1.0706642,4.9172106,9.467931,9.586601,0.8369137,1.0512857,0.32933238,0.16578159,0.9236697,1.4047402,2.3544638,1.3225927,2.571912,0.8904325,1.2729312,0.8638748,1.9733486,0.41494417,0.32761103,0.61446357,0.9971345
High Enough,Damn Yankees,lyrics_full_00113,8.853864,0.0462649,9.537964,2.547453,9.072739,0.3627925,9.305931,9.332517,7.498169,9.733971,5.247611,0.036083173,0.92176664,4.766589,6.4672346,0.6658821,0.032528058,0.48701495,1.799763,0.75904894,0.29677892,0.34837216,0.63359225,1.5251744,0.19233264,1.5741581,0.019829243,0.77865386,2.5297365,2.7253892
From a Distance,Bette Midler,lyrics_full_00114,9.519724,9.761719,0.036670152,0.03296572,0.07262574,0.0960916,1.8655977,0.06724253,8.265494,0.17065069,0.24951038,1.6328411,2.0096092,3.4085143,0.15591349,0.15111615,0.07556571,0.021586409,0.021649877,0.04303477,0.13644795,1.25885,0.03240891,0.784014,0.21239099,0.19999199,0.75736487,0.93313813,2.2492995,0.08100997
All the Man That I Need,Whitney Houston,lyrics_full_00115,9.310314,8.271154,1.9797928,1.6595137,5.474621,1.421756,1.1022035,0.16454749,4.0718865,0.30486146,1.3354483,5.0945053,1.9819944,0.61141753,5.2275534,0.34906512,1.2041357,0.9836484,2.534956,2.6905155,0.9432646,0.19345361,0.14648098,2.208115,0.18165806,0.8355219,2.7294354,1.7925239,0.90697175,2.2290854
"Right Here, Right Now",Jesus Jones,lyrics_full_00116,9.794925,9.855852,0.16580127,0.49143505,0.2878002,0.066349514,1.5107932,0.03978,6.4846554,0.022345928,0.21956825,7.0966244,7.521473,0.3362435,0.6943697,0.15547702,0.11433883,0.17430328,0.46783555,0.1781158,0.04832556,0.6249239,0.008104872,0.7699398,0.012678251,0.1299065,2.175593,1.3611435,0.26184937,0.47461754
I Adore Mi Amor,Color Me Badd,lyrics_full_00117,7.96826,6.1608353,3.520009,0.05382079,0.19952579,5.2101855,9.637157,2.6126459,7.806901,8.818977,8.436022,5.0001917,5.697237,5.119096,7.4037523,0.89891875,2.487308,2.0076535,0.038955364,0.12639937,1.9546189,0.22402042,2.2947214,0.7783543,0.8956409,1.0743049,2.9995797,2.3407457,2.4115493,2.2677
Love Will Never Do,Janet Jackson,lyrics_full_00118,3.1793075,2.5509157,1.1508706,1.820322,7.748652,3.88232,0.513532,0.72686327,0.37387645,0.7160136,0.8442154,2.8895884,0.25022367,0.3067841,0.37222022,2.2295928,1.6913669,1.698026,1.7717168,1.441293,2.8095045,0.6795746,0.72681594,0.19009793,0.7508459,0.89612967,2.0399594,0.18097466,0.13448209,0.39658043
Good Vibrations,Marky Mark and the Funky Bunch,lyrics_full_00119,7.823255,1.5480442,3.40783,0.8340586,2.9506502,3.9765654,6.7622433,1.1764443,5.0137177,2.412684,5.8506393,2.6847787,0.665607,4.622058,1.4286423,1.0287061,2.0802398,2.3788533,0.41992402,1.9640492,2.4041421,1.6574222,0.60016465,2.3237016,2.3228917,1.9865661,1.5422914,0.5322567,3.0562644,1.4237715
Justify My Love,Madonna,lyrics_full_00120,9.254313,6.772957,0.56689274,0.036731027,0.14073795,0.06547772,4.2774935,0.2649125,9.019578,1.6029216,3.2945166,3.8089633,1.0770866,3.2655861,5.5420094,0.33585918,1.8371564,0.30541342,0.048428304,0.065134324,0.06598045,1.6222924,0.18297997,0.9309605,0.5521331,2.1235147,2.6708603,1.0438634,1.6626124,2.1637135
Emotions,Mariah Carey,lyrics_full_00121,8.315865,8.20407,3.940844,0.14484404,0.13754246,2.7842531,7.0620403,0.48611718,3.8393993,3.8267817,6.679183,7.520437,7.404535,4.0542173,9.29686,0.93394375,1.572522,2.1321552,0.089850344,0.11233017,2.044373,2.362806,0.41447356,2.8704991,1.6316319,2.2000215,2.0807211,2.4488406,1.6980901,0.29734755
Joyride,Roxette,lyrics_full_00122,9.906857,9.804016,0.08557153,0.111779675,0.06861075,0.06512487,0.56585646,0.048807036,6.889471,0.4467285,1.533778,6.2667465,4.2272663,3.7392864,0.07209025,0.046834633,0.09481854,0.032041647,0.047754206,0.020088155,0.038202297,0.53393537,0.045409217,1.538948,0.3376359,1.3697492,1.8502952,1.9272286,2.4269814,0.052236117
Romantic,Karyn White,lyrics_full_00123,7.433194,9.3621,0.09259944,0.04026237,0.014260512,0.2463589,1.0911535,0.14933145,9.044692,0.14805456,3.0813699,8.914118,2.7989964,0.8018441,2.5562453,2.0026176,0.57033825,0.089524925,0.0149865635,0.009710578,0.20306699,0.7680028,0.08341845,0.7641384,0.16950622,2.1493483,0.30407405,0.957751,0.3335924,2.3316424
Hold You Tight,Tara Kemp,lyrics_full_00124,9.362589,9.660629,2.4638257,0.09742649,0.44786483,0.5821447,1.4307516,0.051054917,1.5838594,0.70889425,1.958322,9.741665,8.067398,4.7807646,1.4699264,0.29915005,0.30696496,1.5314184,0.112540215,0.2812252,0.35380608,0.8431889,0.022754744,0.9556736,0.6286515,0.49325407,0.14678289,1.1038245,2.5273275,1.3291544
I Don't Wanna Cry,Mariah Carey,lyrics_full_00125,3.5149126,0.91796803,0.09723553,0.7432251,0.39444193,4.3877234,7.645773,1.671788,3.0709963,0.43090796,2.470655,0.40984386,4.2816286,0.17217082,0.59574133,1.2612085,0.72551244,0.07891726,0.6914514,0.3552064,2.2859015,1.6529106,0.66440284,1.3539162,0.3043348,0.8283709,0.23283938,1.9667847,0.16627751,0.66234374
